zone_id,latitude,longitude,date,precipitation,temperature_max,temperature_min,flood_risk,flood_risk_category,drought_risk,drought_risk_category,week_number
Manila,14.5995,120.9842,2026-02-13,0.0,28.7,25.3,0.0,Low,1.0,High,1
Manila,14.5995,120.9842,2026-02-14,2.0,27.0,26.1,0.625,Medium,0.375,Medium,1
Manila,14.5995,120.9842,2026-02-15,0.0,28.8,26.0,0.0,Low,1.0,High,1
Manila,14.5995,120.9842,2026-02-16,0.0,28.0,24.9,0.0,Low,1.0,High,1
Manila,14.5995,120.9842,2026-02-17,0.0,29.2,25.1,0.0,Low,1.0,High,1
Tehran,35.6892,51.389,2026-02-11,0.6,16.3,9.5,0.1874999999999999,Low,0.8125,High,1
Tehran,35.6892,51.389,2026-02-11,0.6,16.3,9.5,0.1874999999999999,Low,0.8125,High,1
Tehran,35.6892,51.389,2026-02-12,0.0,15.8,7.3,0.0,Low,1.0,High,1
Tehran,35.6892,51.389,2026-02-12,0.0,15.8,7.3,0.0,Low,1.0,High,1
Tehran,35.6892,51.389,2026-02-13,0.0,17.6,6.5,0.0,Low,1.0,High,1
Tehran,35.6892,51.389,2026-02-13,0.0,17.6,6.5,0.0,Low,1.0,High,1
Tehran,35.6892,51.389,2026-02-14,0.2,18.1,7.2,0.0625,Low,0.9375,High,1
Tehran,35.6892,51.389,2026-02-14,0.2,18.1,7.2,0.0625,Low,0.9375,High,1
Tehran,35.6892,51.389,2026-02-15,3.4,16.4,8.4,1.0,High,0.0,Low,1
Tehran,35.6892,51.389,2026-02-15,3.4,16.4,8.4,1.0,High,0.0,Low,1
Tehran,35.6892,51.389,2026-02-16,0.0,16.6,5.7,0.0,Low,1.0,High,1
Tehran,35.6892,51.389,2026-02-16,0.0,16.6,5.7,0.0,Low,1.0,High,1
Tehran,35.6892,51.389,2026-02-17,0.0,17.3,6.5,0.0,Low,1.0,High,1
Tehran,35.6892,51.389,2026-02-17,0.0,17.3,6.5,0.0,Low,1.0,High,1
Sydney,-33.8688,151.2093,2026-02-12,0.9,27.2,18.7,0.28125,Low,0.71875,High,1
Sydney,-33.8688,151.2093,2026-02-13,0.0,22.1,17.8,0.0,Low,1.0,High,1
Sydney,-33.8688,151.2093,2026-02-14,0.0,22.9,17.2,0.0,Low,1.0,High,1
Sydney,-33.8688,151.2093,2026-02-15,3.3,20.7,18.2,1.0,High,0.0,Low,1
Sydney,-33.8688,151.2093,2026-02-16,0.0,25.1,16.6,0.0,Low,1.0,High,1
Sydney,-33.8688,151.2093,2026-02-17,0.0,28.7,17.3,0.0,Low,1.0,High,1
Sydney,-33.8688,151.2093,2026-02-18,0.0,33.1,18.2,0.0,Low,1.0,High,1
Melbourne,-37.8136,144.9631,2026-02-12,0.0,19.3,12.7,0.0,Low,1.0,High,1
Melbourne,-37.8136,144.9631,2026-02-13,0.0,20.7,15.4,0.0,Low,1.0,High,1
Melbourne,-37.8136,144.9631,2026-02-14,0.0,24.9,13.8,0.0,Low,1.0,High,1
Melbourne,-37.8136,144.9631,2026-02-15,0.0,30.2,15.5,0.0,Low,1.0,High,1
Melbourne,-37.8136,144.9631,2026-02-16,0.0,34.1,18.5,0.0,Low,1.0,High,1
Melbourne,-37.8136,144.9631,2026-02-17,0.0,34.5,21.6,0.0,Low,1.0,High,1
Melbourne,-37.8136,144.9631,2026-02-18,0.0,27.3,19.4,0.0,Low,1.0,High,1
Auckland,-36.8485,174.7633,2026-02-12,0.0,24.2,19.7,0.0,Low,1.0,High,1
Auckland,-36.8485,174.7633,2026-02-13,6.4,22.9,21.5,1.0,High,0.0,Low,1
Auckland,-36.8485,174.7633,2026-02-14,0.4,22.8,18.4,0.125,Low,0.875,High,1
Auckland,-36.8485,174.7633,2026-02-15,0.0,22.1,17.0,0.0,Low,1.0,High,1
Auckland,-36.8485,174.7633,2026-02-16,0.0,22.0,14.9,0.0,Low,1.0,High,1
Auckland,-36.8485,174.7633,2026-02-17,0.6,23.4,18.3,0.1874999999999999,Low,0.8125,High,1
Auckland,-36.8485,174.7633,2026-02-18,0.0,23.7,17.6,0.0,Low,1.0,High,1
Brisbane,-27.4698,153.0251,2026-02-12,10.8,35.4,23.4,1.0,High,0.0,Low,1
Brisbane,-27.4698,153.0251,2026-02-13,185.3,25.7,23.0,1.0,High,0.0,Low,1
Brisbane,-27.4698,153.0251,2026-02-14,10.7,23.0,21.6,1.0,High,0.0,Low,1
Brisbane,-27.4698,153.0251,2026-02-15,3.3,23.6,21.1,1.0,High,0.0,Low,1
Brisbane,-27.4698,153.0251,2026-02-16,1.1,26.1,20.8,0.34375,Medium,0.65625,Medium,1
Brisbane,-27.4698,153.0251,2026-02-17,0.3,28.5,21.3,0.0937499999999999,Low,0.90625,High,1
Brisbane,-27.4698,153.0251,2026-02-18,0.0,29.4,21.0,0.0,Low,1.0,High,1
Perth,-31.9505,115.8605,2026-02-11,0.0,28.0,19.3,0.0,Low,1.0,High,1
Perth,-31.9505,115.8605,2026-02-12,0.0,26.1,17.2,0.0,Low,1.0,High,1
Perth,-31.9505,115.8605,2026-02-13,0.0,27.3,17.9,0.0,Low,1.0,High,1
Perth,-31.9505,115.8605,2026-02-14,0.9,31.4,21.5,0.28125,Low,0.71875,High,1
Perth,-31.9505,115.8605,2026-02-15,0.3,26.6,22.8,0.0937499999999999,Low,0.90625,High,1
Perth,-31.9505,115.8605,2026-02-16,0.0,27.4,22.6,0.0,Low,1.0,High,1
Perth,-31.9505,115.8605,2026-02-17,0.0,25.4,22.6,0.0,Low,1.0,High,1
Wellington,-41.2865,174.7762,2026-02-12,0.0,22.0,16.7,0.0,Low,1.0,High,1
Wellington,-41.2865,174.7762,2026-02-13,1.0,22.0,19.6,0.3125,Medium,0.6875,Medium,1
Wellington,-41.2865,174.7762,2026-02-14,0.8,19.8,15.5,0.25,Low,0.75,High,1
Wellington,-41.2865,174.7762,2026-02-15,0.0,15.7,15.0,0.0,Low,1.0,High,1
Wellington,-41.2865,174.7762,2026-02-16,0.0,16.7,14.8,0.0,Low,1.0,High,1
Wellington,-41.2865,174.7762,2026-02-17,0.0,16.5,15.5,0.0,Low,1.0,High,1
Wellington,-41.2865,174.7762,2026-02-18,0.0,16.6,15.4,0.0,Low,1.0,High,1
Dubai,25.276987,55.296249,2026-02-11,0.0,26.5,18.8,0.0,Low,1.0,High,1
Dubai,25.276987,55.296249,2026-02-12,0.0,28.2,21.3,0.0,Low,1.0,High,1
Dubai,25.276987,55.296249,2026-02-13,0.0,26.6,20.7,0.0,Low,1.0,High,1
Dubai,25.276987,55.296249,2026-02-14,0.0,25.9,19.2,0.0,Low,1.0,High,1
Dubai,25.276987,55.296249,2026-02-15,0.0,25.1,18.9,0.0,Low,1.0,High,1
Dubai,25.276987,55.296249,2026-02-16,0.0,23.4,21.4,0.0,Low,1.0,High,1
Dubai,25.276987,55.296249,2026-02-17,0.0,23.6,19.8,0.0,Low,1.0,High,1
Riyadh,24.7136,46.6753,2026-02-11,0.0,30.2,20.4,0.0,Low,1.0,High,1
Riyadh,24.7136,46.6753,2026-02-11,0.0,30.2,20.4,0.0,Low,1.0,High,1
Riyadh,24.7136,46.6753,2026-02-12,0.0,29.7,17.0,0.0,Low,1.0,High,1
Riyadh,24.7136,46.6753,2026-02-12,0.0,29.7,17.0,0.0,Low,1.0,High,1
Riyadh,24.7136,46.6753,2026-02-13,0.0,29.5,17.5,0.0,Low,1.0,High,1
Riyadh,24.7136,46.6753,2026-02-13,0.0,29.5,17.5,0.0,Low,1.0,High,1
Riyadh,24.7136,46.6753,2026-02-14,0.0,29.4,17.1,0.0,Low,1.0,High,1
Riyadh,24.7136,46.6753,2026-02-14,0.0,29.4,17.1,0.0,Low,1.0,High,1
Riyadh,24.7136,46.6753,2026-02-15,0.0,25.8,18.5,0.0,Low,1.0,High,1
Riyadh,24.7136,46.6753,2026-02-15,0.0,25.8,18.5,0.0,Low,1.0,High,1
Riyadh,24.7136,46.6753,2026-02-16,0.0,24.6,14.8,0.0,Low,1.0,High,1
Riyadh,24.7136,46.6753,2026-02-16,0.0,24.6,14.8,0.0,Low,1.0,High,1
Riyadh,24.7136,46.6753,2026-02-17,0.0,27.2,12.8,0.0,Low,1.0,High,1
Riyadh,24.7136,46.6753,2026-02-17,0.0,27.2,12.8,0.0,Low,1.0,High,1
Tel_Aviv,32.0853,34.7818,2026-02-11,0.2,20.1,14.4,0.0625,Low,0.9375,High,1
Tel_Aviv,32.0853,34.7818,2026-02-12,0.0,22.4,13.4,0.0,Low,1.0,High,1
Tel_Aviv,32.0853,34.7818,2026-02-13,0.2,27.3,15.5,0.0625,Low,0.9375,High,1
Tel_Aviv,32.0853,34.7818,2026-02-14,0.1,20.9,14.0,0.03125,Low,0.96875,High,1
Tel_Aviv,32.0853,34.7818,2026-02-15,0.0,24.6,11.0,0.0,Low,1.0,High,1
Tel_Aviv,32.0853,34.7818,2026-02-16,0.0,20.2,15.3,0.0,Low,1.0,High,1
Tel_Aviv,32.0853,34.7818,2026-02-17,0.0,18.6,17.4,0.0,Low,1.0,High,1
Doha,25.276987,51.52,2026-02-11,0.0,28.7,16.2,0.0,Low,1.0,High,1
Doha,25.276987,51.52,2026-02-12,0.0,27.6,16.9,0.0,Low,1.0,High,1
Doha,25.276987,51.52,2026-02-13,0.0,30.2,16.5,0.0,Low,1.0,High,1
Doha,25.276987,51.52,2026-02-14,0.0,30.5,17.0,0.0,Low,1.0,High,1
Doha,25.276987,51.52,2026-02-15,0.0,29.4,17.0,0.0,Low,1.0,High,1
Doha,25.276987,51.52,2026-02-16,0.0,24.7,15.6,0.0,Low,1.0,High,1
Doha,25.276987,51.52,2026-02-17,0.0,27.0,13.6,0.0,Low,1.0,High,1
Amman,31.9454,35.9284,2026-02-11,0.0,15.2,10.0,0.0,Low,1.0,High,1
Amman,31.9454,35.9284,2026-02-12,0.0,16.1,8.2,0.0,Low,1.0,High,1
Amman,31.9454,35.9284,2026-02-13,0.0,19.8,9.8,0.0,Low,1.0,High,1
Amman,31.9454,35.9284,2026-02-14,0.0,16.4,10.3,0.0,Low,1.0,High,1
Amman,31.9454,35.9284,2026-02-15,0.0,19.8,8.1,0.0,Low,1.0,High,1
Amman,31.9454,35.9284,2026-02-16,0.0,26.7,12.9,0.0,Low,1.0,High,1
Amman,31.9454,35.9284,2026-02-17,0.0,19.4,14.3,0.0,Low,1.0,High,1
Baghdad,33.3152,44.3661,2026-02-11,0.0,22.5,14.9,0.0,Low,1.0,High,1
Baghdad,33.3152,44.3661,2026-02-11,0.0,22.5,14.9,0.0,Low,1.0,High,1
Baghdad,33.3152,44.3661,2026-02-12,0.0,24.6,14.0,0.0,Low,1.0,High,1
Baghdad,33.3152,44.3661,2026-02-12,0.0,24.6,14.0,0.0,Low,1.0,High,1
Baghdad,33.3152,44.3661,2026-02-13,0.0,25.9,15.1,0.0,Low,1.0,High,1
Baghdad,33.3152,44.3661,2026-02-13,0.0,25.9,15.1,0.0,Low,1.0,High,1
Baghdad,33.3152,44.3661,2026-02-14,0.0,24.6,17.2,0.0,Low,1.0,High,1
Baghdad,33.3152,44.3661,2026-02-14,0.0,24.6,17.2,0.0,Low,1.0,High,1
Baghdad,33.3152,44.3661,2026-02-15,0.0,23.3,13.6,0.0,Low,1.0,High,1
Baghdad,33.3152,44.3661,2026-02-15,0.0,23.3,13.6,0.0,Low,1.0,High,1
Baghdad,33.3152,44.3661,2026-02-16,0.0,23.6,12.8,0.0,Low,1.0,High,1
Baghdad,33.3152,44.3661,2026-02-16,0.0,23.6,12.8,0.0,Low,1.0,High,1
Baghdad,33.3152,44.3661,2026-02-17,0.0,27.7,11.3,0.0,Low,1.0,High,1
Baghdad,33.3152,44.3661,2026-02-17,0.0,27.7,11.3,0.0,Low,1.0,High,1
Kuwait_City,29.3759,47.9774,2026-02-11,0.0,28.2,18.6,0.0,Low,1.0,High,1
Kuwait_City,29.3759,47.9774,2026-02-12,0.0,20.1,18.1,0.0,Low,1.0,High,1
Kuwait_City,29.3759,47.9774,2026-02-13,0.0,24.3,17.9,0.0,Low,1.0,High,1
Kuwait_City,29.3759,47.9774,2026-02-14,0.0,26.7,18.3,0.0,Low,1.0,High,1
Kuwait_City,29.3759,47.9774,2026-02-15,0.0,24.5,18.2,0.0,Low,1.0,High,1
Kuwait_City,29.3759,47.9774,2026-02-16,0.0,23.9,16.2,0.0,Low,1.0,High,1
Kuwait_City,29.3759,47.9774,2026-02-17,0.0,23.9,15.9,0.0,Low,1.0,High,1
Hanoi,21.0285,105.8542,2026-02-11,0.0,20.6,17.1,0.0,Low,1.0,High,1
Hanoi,21.0285,105.8542,2026-02-12,0.0,22.2,17.8,0.0,Low,1.0,High,1
Hanoi,21.0285,105.8542,2026-02-13,0.1,24.0,18.7,0.03125,Low,0.96875,High,1
Hanoi,21.0285,105.8542,2026-02-14,0.2,26.6,19.0,0.0625,Low,0.9375,High,1
Hanoi,21.0285,105.8542,2026-02-15,0.0,27.6,19.2,0.0,Low,1.0,High,1
Hanoi,21.0285,105.8542,2026-02-16,0.0,27.6,19.3,0.0,Low,1.0,High,1
Hanoi,21.0285,105.8542,2026-02-17,0.0,25.1,19.0,0.0,Low,1.0,High,1
Ho_Chi_Minh,10.7626,106.6602,2026-02-11,17.4,29.9,24.5,1.0,High,0.0,Low,1
Ho_Chi_Minh,10.7626,106.6602,2026-02-12,3.1,30.6,23.4,0.96875,High,0.03125,Low,1
Ho_Chi_Minh,10.7626,106.6602,2026-02-13,0.0,32.5,23.7,0.0,Low,1.0,High,1
Ho_Chi_Minh,10.7626,106.6602,2026-02-14,1.9,32.3,24.2,0.5937499999999999,Medium,0.4062500000000001,Medium,1
Ho_Chi_Minh,10.7626,106.6602,2026-02-15,0.9,32.1,24.2,0.28125,Low,0.71875,High,1
Ho_Chi_Minh,10.7626,106.6602,2026-02-16,0.0,33.9,24.5,0.0,Low,1.0,High,1
Ho_Chi_Minh,10.7626,106.6602,2026-02-17,0.0,34.8,23.2,0.0,Low,1.0,High,1
Dhaka,23.8103,90.4125,2026-02-11,0.0,27.2,14.7,0.0,Low,1.0,High,1
Dhaka,23.8103,90.4125,2026-02-12,0.0,27.0,14.2,0.0,Low,1.0,High,1
Dhaka,23.8103,90.4125,2026-02-13,0.0,26.9,12.9,0.0,Low,1.0,High,1
Dhaka,23.8103,90.4125,2026-02-14,0.0,26.7,13.6,0.0,Low,1.0,High,1
Dhaka,23.8103,90.4125,2026-02-15,0.0,26.8,12.9,0.0,Low,1.0,High,1
Dhaka,23.8103,90.4125,2026-02-16,0.0,27.2,13.2,0.0,Low,1.0,High,1
Dhaka,23.8103,90.4125,2026-02-17,0.0,28.2,13.2,0.0,Low,1.0,High,1
Karachi,24.8607,67.0011,2026-02-11,0.0,29.2,19.1,0.0,Low,1.0,High,1
Karachi,24.8607,67.0011,2026-02-12,0.0,29.8,19.2,0.0,Low,1.0,High,1
Karachi,24.8607,67.0011,2026-02-13,0.0,27.7,19.0,0.0,Low,1.0,High,1
Karachi,24.8607,67.0011,2026-02-14,0.0,26.9,20.2,0.0,Low,1.0,High,1
Karachi,24.8607,67.0011,2026-02-15,0.0,26.8,20.4,0.0,Low,1.0,High,1
Karachi,24.8607,67.0011,2026-02-16,0.0,24.7,21.0,0.0,Low,1.0,High,1
Karachi,24.8607,67.0011,2026-02-17,1.5,25.0,21.3,0.46875,Medium,0.53125,Medium,1
Islamabad,33.6844,73.0479,2026-02-11,0.0,18.5,6.7,0.0,Low,1.0,High,1
Islamabad,33.6844,73.0479,2026-02-12,0.0,20.1,7.0,0.0,Low,1.0,High,1
Islamabad,33.6844,73.0479,2026-02-13,0.0,21.1,8.1,0.0,Low,1.0,High,1
Islamabad,33.6844,73.0479,2026-02-14,0.0,21.7,7.9,0.0,Low,1.0,High,1
Islamabad,33.6844,73.0479,2026-02-15,0.0,21.8,8.2,0.0,Low,1.0,High,1
Islamabad,33.6844,73.0479,2026-02-16,0.0,22.2,9.3,0.0,Low,1.0,High,1
Islamabad,33.6844,73.0479,2026-02-17,0.0,22.4,10.7,0.0,Low,1.0,High,1
Colombo,6.9271,79.8612,2026-02-11,0.0,28.3,24.6,0.0,Low,1.0,High,1
Colombo,6.9271,79.8612,2026-02-12,0.0,28.1,25.1,0.0,Low,1.0,High,1
Colombo,6.9271,79.8612,2026-02-13,0.3,28.7,25.7,0.0937499999999999,Low,0.90625,High,1
Colombo,6.9271,79.8612,2026-02-14,0.0,28.4,25.5,0.0,Low,1.0,High,1
Colombo,6.9271,79.8612,2026-02-15,9.0,27.8,25.6,1.0,High,0.0,Low,1
Colombo,6.9271,79.8612,2026-02-16,0.0,29.2,25.4,0.0,Low,1.0,High,1
Colombo,6.9271,79.8612,2026-02-17,0.0,28.8,25.4,0.0,Low,1.0,High,1
Kathmandu,27.7172,85.324,2026-02-11,0.0,21.8,10.1,0.0,Low,1.0,High,1
Kathmandu,27.7172,85.324,2026-02-12,0.0,22.1,10.5,0.0,Low,1.0,High,1
Kathmandu,27.7172,85.324,2026-02-13,0.0,22.6,10.7,0.0,Low,1.0,High,1
Kathmandu,27.7172,85.324,2026-02-14,0.5,22.1,11.2,0.15625,Low,0.84375,High,1
Kathmandu,27.7172,85.324,2026-02-15,0.9,21.8,11.0,0.28125,Low,0.71875,High,1
Kathmandu,27.7172,85.324,2026-02-16,0.0,23.0,10.2,0.0,Low,1.0,High,1
Kathmandu,27.7172,85.324,2026-02-17,0.0,24.1,11.9,0.0,Low,1.0,High,1
Tehran,35.6892,51.389,2026-02-11,0.6,16.3,9.5,0.1874999999999999,Low,0.8125,High,1
Tehran,35.6892,51.389,2026-02-11,0.6,16.3,9.5,0.1874999999999999,Low,0.8125,High,1
Tehran,35.6892,51.389,2026-02-12,0.0,15.8,7.3,0.0,Low,1.0,High,1
Tehran,35.6892,51.389,2026-02-12,0.0,15.8,7.3,0.0,Low,1.0,High,1
Tehran,35.6892,51.389,2026-02-13,0.0,17.6,6.5,0.0,Low,1.0,High,1
Tehran,35.6892,51.389,2026-02-13,0.0,17.6,6.5,0.0,Low,1.0,High,1
Tehran,35.6892,51.389,2026-02-14,0.2,18.1,7.2,0.0625,Low,0.9375,High,1
Tehran,35.6892,51.389,2026-02-14,0.2,18.1,7.2,0.0625,Low,0.9375,High,1
Tehran,35.6892,51.389,2026-02-15,3.4,16.4,8.4,1.0,High,0.0,Low,1
Tehran,35.6892,51.389,2026-02-15,3.4,16.4,8.4,1.0,High,0.0,Low,1
Tehran,35.6892,51.389,2026-02-16,0.0,16.6,5.7,0.0,Low,1.0,High,1
Tehran,35.6892,51.389,2026-02-16,0.0,16.6,5.7,0.0,Low,1.0,High,1
Tehran,35.6892,51.389,2026-02-17,0.0,17.3,6.5,0.0,Low,1.0,High,1
Tehran,35.6892,51.389,2026-02-17,0.0,17.3,6.5,0.0,Low,1.0,High,1
Baghdad,33.3152,44.3661,2026-02-11,0.0,22.5,14.9,0.0,Low,1.0,High,1
Baghdad,33.3152,44.3661,2026-02-11,0.0,22.5,14.9,0.0,Low,1.0,High,1
Baghdad,33.3152,44.3661,2026-02-12,0.0,24.6,14.0,0.0,Low,1.0,High,1
Baghdad,33.3152,44.3661,2026-02-12,0.0,24.6,14.0,0.0,Low,1.0,High,1
Baghdad,33.3152,44.3661,2026-02-13,0.0,25.9,15.1,0.0,Low,1.0,High,1
Baghdad,33.3152,44.3661,2026-02-13,0.0,25.9,15.1,0.0,Low,1.0,High,1
Baghdad,33.3152,44.3661,2026-02-14,0.0,24.6,17.2,0.0,Low,1.0,High,1
Baghdad,33.3152,44.3661,2026-02-14,0.0,24.6,17.2,0.0,Low,1.0,High,1
Baghdad,33.3152,44.3661,2026-02-15,0.0,23.3,13.6,0.0,Low,1.0,High,1
Baghdad,33.3152,44.3661,2026-02-15,0.0,23.3,13.6,0.0,Low,1.0,High,1
Baghdad,33.3152,44.3661,2026-02-16,0.0,23.6,12.8,0.0,Low,1.0,High,1
Baghdad,33.3152,44.3661,2026-02-16,0.0,23.6,12.8,0.0,Low,1.0,High,1
Baghdad,33.3152,44.3661,2026-02-17,0.0,27.7,11.3,0.0,Low,1.0,High,1
Baghdad,33.3152,44.3661,2026-02-17,0.0,27.7,11.3,0.0,Low,1.0,High,1
Riyadh,24.7136,46.6753,2026-02-11,0.0,30.2,20.4,0.0,Low,1.0,High,1
Riyadh,24.7136,46.6753,2026-02-11,0.0,30.2,20.4,0.0,Low,1.0,High,1
Riyadh,24.7136,46.6753,2026-02-12,0.0,29.7,17.0,0.0,Low,1.0,High,1
Riyadh,24.7136,46.6753,2026-02-12,0.0,29.7,17.0,0.0,Low,1.0,High,1
Riyadh,24.7136,46.6753,2026-02-13,0.0,29.5,17.5,0.0,Low,1.0,High,1
Riyadh,24.7136,46.6753,2026-02-13,0.0,29.5,17.5,0.0,Low,1.0,High,1
Riyadh,24.7136,46.6753,2026-02-14,0.0,29.4,17.1,0.0,Low,1.0,High,1
Riyadh,24.7136,46.6753,2026-02-14,0.0,29.4,17.1,0.0,Low,1.0,High,1
Riyadh,24.7136,46.6753,2026-02-15,0.0,25.8,18.5,0.0,Low,1.0,High,1
Riyadh,24.7136,46.6753,2026-02-15,0.0,25.8,18.5,0.0,Low,1.0,High,1
Riyadh,24.7136,46.6753,2026-02-16,0.0,24.6,14.8,0.0,Low,1.0,High,1
Riyadh,24.7136,46.6753,2026-02-16,0.0,24.6,14.8,0.0,Low,1.0,High,1
Riyadh,24.7136,46.6753,2026-02-17,0.0,27.2,12.8,0.0,Low,1.0,High,1
Riyadh,24.7136,46.6753,2026-02-17,0.0,27.2,12.8,0.0,Low,1.0,High,1
Jeddah,21.4858,39.1925,2026-02-11,0.0,30.9,22.1,0.0,Low,1.0,High,1
Jeddah,21.4858,39.1925,2026-02-12,0.0,29.9,22.7,0.0,Low,1.0,High,1
Jeddah,21.4858,39.1925,2026-02-13,0.0,29.6,21.9,0.0,Low,1.0,High,1
Jeddah,21.4858,39.1925,2026-02-14,0.0,30.3,22.1,0.0,Low,1.0,High,1
Jeddah,21.4858,39.1925,2026-02-15,0.0,30.3,21.9,0.0,Low,1.0,High,1
Jeddah,21.4858,39.1925,2026-02-16,0.0,30.2,22.9,0.0,Low,1.0,High,1
Jeddah,21.4858,39.1925,2026-02-17,0.0,30.2,22.5,0.0,Low,1.0,High,1
